VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_152_O9KDXWINGF	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	121	125	7485	Aurilide_B_Aurilide_B	7	1.8e-11	833.551	379.249	301.707	M+2H	2	CCC=C(C)C1C(C)C(CC=C(C)C(=O)OC(C(C)CC)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)O1)O	4.39
spectra-00000_PSM_153_ERW5RIUKSB	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1329	1383	7562	Kulokainalide_1_Kulokainalide_1	7	1.8e-11	890.515	425.262	512.013	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)O1	4.35
spectra-00000_PSM_154_9T4PQQQ61S	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5984	6456	8481	malaysiatin	7	1.9e-11	752.422	393.202	344.403	M+2H	2	C(C1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C3N(C1=O)CCC3)CCC2)Cc1ccccc1)C(C)C)C(C)C)C(C)C)C(=O)N	4.31
spectra-00000_PSM_155_0N7CFR4R9T	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3982	4237	4193	Aureobasidins_Aureobasidin_E	8	2.0e-11	1116.68	503.294	342.476	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(c2ccccc2)O)C(=O)N2CCCC2C(=O)N1)C(C)(C)O	4.27
spectra-00000_PSM_156_1HYI6TX1DB	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8374	9502	7317	Micropeptin_T2_Micropeptin_T2	6	2.1e-11	1015.54	541.336	308.418	M+2H	2	CCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C(Cc2ccccc2)N2C(CCC(C2=O)NC(=O)C(CCCCN)NC1=O)O	4.24
spectra-00000_PSM_157_O89XWYZEIG	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	441	456	8678	Phakellistatin_13	7	2.1e-11	798.406	386.238	307.379	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)CCC3)C(O)C)CC(C)C)Cc1c[nH]c2c1cccc2	4.20
spectra-00000_PSM_158_1QPQ9KVZK4	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1523	1585	4509	Antibiotic_SF_1902_Antibiotic_SF_1902A4b	6	2.2e-11	669.431	340.21	294.22	M+2H	2	CCCCCCCCC1C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NCC(=O)O1	4.17
spectra-00000_PSM_159_2U4HIFN1NA	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1537	1601	5166	Scytonemide_A_Scytonemide_A	6	2.2e-11	744.417	447.275	514.181	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C=NC(Cc2ccc(cc2)O)C(=O)NCC(=O)NC(CCC(=N)O)C(=O)N1	4.13
spectra-00000_PSM_160_89686O4IBD	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2228	2332	1783	Laxaphycin_D_Laxaphycin_D	8	2.2e-11	1366.81	672.409	334.414	M+2H	2	CCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1	4.10
spectra-00000_PSM_161_K9C4MCQ717	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8305	9416	5388	Daitocidin_Daitocidin_A1	7	2.4e-11	881.511	473.283	395.551	M+2H	2	CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC(C)CC(=O)NC(CCC(=O)O)C(=O)N1	4.07
spectra-00000_PSM_162_L58NERCZZS	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1234	1283	7416	B_12489_B_12489B	7	2.6e-11	1100.62	529.347	442.352	M+2H	2	CCCCCC1CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)NC(=CC)C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O1)C(C)(C)O	4.03
spectra-00000_PSM_163_MVSK3B9OC3	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	4034	4289	8678	Phakellistatin_13	7	2.8e-11	798.406	364.196	297.515	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)CCC3)C(O)C)CC(C)C)Cc1c[nH]c2c1cccc2	4.00
spectra-00000_PSM_164_3B2M8IFZQ8	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	6449	7006	8764	euryjanicin_B	7	2.8e-11	709.38	371.189	331.655	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	3.97
spectra-00000_PSM_166_3J2OXUEWHZ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	427	442	8855	phakellistatin_4	7	2.9e-11	789.406	408.251	314	M+2H	2	c1cc(ccc1)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)CO)CCC2)[C@@H](O)C	4.69
spectra-00000_PSM_167_JIQFD6ZV1N	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3831	4072	4821	Wewakpeptin_A_7,7,8,8-Tetrahydro	7	3.3e-11	987.662	462.321	626.871	M+2H	2	CCCCCC1C(C)(C)C(=O)NC(C(C)CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)O1	4.65
spectra-00000_PSM_168_XGCHP8GK11	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3395	3595	8855	phakellistatin_4	7	3.5e-11	789.406	459.267	332.016	M+2H	2	c1cc(ccc1)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)CO)CCC2)[C@@H](O)C	4.62
spectra-00000_PSM_169_JXC7WV5W3I	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1031	1067	8954	hymenamide_E	7	3.7e-11	853.401	379.249	291.241	M+2H	2	[C@@H]1(C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N1)CCC3)[C@H](O)C)[C@H](O)C)CCC2)Cc1ccccc1)Cc1ccccc1)Cc1ccc(cc1)O	5.30
spectra-00000_PSM_171_J4BHKBPMWW	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9347	10919	8982	SCH-378161	8	3.8e-11	1122.63	494.326	428.117	M+2H	2	C1(=O)N(C(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)N3C(C(=O)NCC(=O)N(C1C(C)C)C)CCC3)Cc1ccccc1)C(CC)C)CCC(=O)O)C)C(C)C)CCC2)C(CC)C)CCC(=O)N)C	5.26
spectra-00000_PSM_172_AWTLZ6V233	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2738	2881	8682	Synechocystis_ferritin	6	4.2e-11	1025.61	452.297	348.721	M+2H	2	N1(C(=O)C(NC(=O)CNC(=O)C(NC(=O)C(N)CCSC)CCCCN)CCCCN)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C=O)CCC(=O)N)C)CC(C)C)C(C)C)C)CCC1	5.22
spectra-00000_PSM_173_EJ0NJ17TME	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3439	3643	4665	Talaromin_B_Talaromin_B	7	4.4e-11	777.406	363.217	370.813	M+2H	2	CCC(C)C1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)N1	5.19
spectra-00000_PSM_174_5KIQB0VMNB	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9310	10861	8569	Isaridin_B	6	4.8e-11	717.41	422.217	362.528	M+2H	2	N12C(=O)C(OC(=O)CCNC(=O)[C@@H](N(C(=O)C(N(C(=O)[C@@H](NC(=O)[C@@H]1[C@H](CC2)C)Cc1ccccc1)C)C(C)C)C)Cc1ccccc1)CC(C)C	5.15
spectra-00000_PSM_175_SID7B05O4O	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5616	6035	4665	Talaromin_B_Talaromin_B	7	5.0e-11	777.406	371.207	329.291	M+2H	2	CCC(C)C1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)N1	5.11
spectra-00000_PSM_176_Z7ZWNJ36T0	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3538	3749	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	7	5.0e-11	964.573	473.319	394.975	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	5.07
spectra-00000_PSM_177_JWHX5TUYXU	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2468	2595	8698	wainunuamide	7	5.0e-11	745.391	378.223	339.344	M+2H	2	N12[C@@H](CCC1)C(=O)N1[C@@H](CCC1)C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@H](C2=O)Cc1nc[nH]c1)Cc1ccccc1)CC(C)C	5.04
spectra-00000_PSM_179_U6FAMCSZKS	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5885	6345	9313	Oscillacyclin	7	5.2e-11	994.476	532.275	378.935	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)[C@H](O)C)[C@H](O)C)CO)[C@H](CC)C)C)Cc1ccc(cc1)O)CC(=O)N	5.67
spectra-00000_PSM_181_U7DGMLKO6V	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	493	508	1307	Laxaphycin_E_Laxaphycin_E	7	5.5e-11	1223.75	430.28	363.582	M+3H	3	CCCCCCCC1CC(=O)NC(CCO)C(=O)NC(=CC)C(=O)N2CC(CC2C(=O)NC(CCO)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NCC(=O)N1)O	5.26
spectra-00000_PSM_182_2TO7V5D22Q	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2200	2299	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	7	5.5e-11	964.573	466.294	377.342	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	6.29
spectra-00000_PSM_183_9L6C49CM2N	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1894	1975	7322	B_12489_B_12489A	8	5.7e-11	1098.64	540.331	308.185	M+2H	2	CC=C1C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)OC(CCCC(C)C)CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)N1	6.25
spectra-00000_PSM_184_ELY30LFBNY	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	527	545	8982	SCH-378161	8	6.1e-11	1122.63	518.317	341.524	M+2H	2	C1(=O)N(C(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)N3C(C(=O)NCC(=O)N(C1C(C)C)C)CCC3)Cc1ccccc1)C(CC)C)CCC(=O)O)C)C(C)C)CCC2)C(CC)C)CCC(=O)N)C	6.21
spectra-00000_PSM_185_SC3MC0ZOT7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1818	1895	9422	phakellistatin_9	8	6.5e-11	1122.65	584.357	318.265	M+2H	2	[C@@H]12N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C(=O)[C@H]5N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(C)C)CC(C)C)CCC5)CCC4)Cc1ccc(cc1)O)C(C)C)CCC3)CCC2	6.16
spectra-00000_PSM_186_9DO92ZOT3V	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3440	3644	4821	Wewakpeptin_A_7,7,8,8-Tetrahydro	7	7.0e-11	987.662	462.321	639.113	M+2H	2	CCCCCC1C(C)(C)C(=O)NC(C(C)CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)O1	6.12
spectra-00000_PSM_187_0CU8GS28RX	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	182	188	4821	Wewakpeptin_A_7,7,8,8-Tetrahydro	7	7.1e-11	987.662	520.395	658.102	M+2H	2	CCCCCC1C(C)(C)C(=O)NC(C(C)CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)O1	6.08
spectra-00000_PSM_188_B4O01ZTWOI	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1429	1489	2571	Dolastatin_14_Nγ(Asn)-Me	7	7.1e-11	1102.7	495.315	385.825	M+2H	2	CC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(=O)NC)C(=O)N(C)C(C)C(=O)OC(C)CCCC=CCCC(CC=CC=C(C)C(=O)N1)OC	6.04
spectra-00000_PSM_189_PITKUSI8ZG	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3365	3562	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	7	7.3e-11	964.573	459.303	356.429	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	6.00
spectra-00000_PSM_190_BVM2AE2SAE	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	977	1011	2730	Peptidolipin_F_Peptidolipin_F	7	7.4e-11	781.459	384.751	352.047	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	5.96
spectra-00000_PSM_191_OKKU1MAL1F	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	494	509	5973	Kahalalide_E_Kahalalide_E	7	7.7e-11	835.521	437.273	350.813	M+2H	2	CC(C)CCCCCC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O1	5.92
spectra-00000_PSM_192_BGWOCEQVMW	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7897	8887	6500	Rhizonin_A_Rhizonin_A	7	9.5e-11	811.484	364.244	324.969	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccoc2)C(=O)NC(CC(C)C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccoc2)C(=O)N1	5.88
spectra-00000_PSM_193_PBJIU8X9HC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5233	5606	9399	Cilofungin	6	9.5e-11	1029.49	481.243	347.538	M+2H	2	N12[C@H](C(=O)N[C@@H]([C@@H](C[C@@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H](C1=O)[C@H](O)C)[C@@H]([C@H](c1ccc(cc1)O)O)O)C[C@H](C3)O)[C@H](O)C)NC(=O)c1ccc(cc1)OCCCCCCCC)O)O)[C@H]([C@H](C2)C)O	5.84
spectra-00000_PSM_194_UI0O2JAPLP	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	280	290	4821	Wewakpeptin_A_7,7,8,8-Tetrahydro	7	9.9e-11	987.662	462.354	636.5	M+2H	2	CCCCCC1C(C)(C)C(=O)NC(C(C)CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)O1	5.81
spectra-00000_PSM_195_8KCLCY2EHK	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2606	2739	3149	PF_1171F_PF_1171F	6	1.0e-10	688.395	371.252	333.968	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	5.77
spectra-00000_PSM_196_OUSQ0V07ZI	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	306	317	9695	Trichotoxin_A-50_T5J	6	1.1e-10	1729.05	581.703	389.547	M+3H	3	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)(C)C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C=O)C(C)C)CCC(=O)N)(CC)C)(C)C)CC(C)C)CCC1	5.00
spectra-00000_PSM_197_PTANNNIB7T	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	507	522	4509	Antibiotic_SF_1902_Antibiotic_SF_1902A4b	6	1.1e-10	669.431	392.749	308.297	M+2H	2	CCCCCCCCC1C(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NCC(=O)O1	5.73
spectra-00000_PSM_198_4193OXKFGX	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9043	10464	9256	Agardhipeptin-B	7	1.2e-10	1035.53	454.27	389.603	M+2H	2	N12C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1c[nH]c2c1cccc2)C)CCC3)Cc1c[nH]c2c1cccc2)C(C)C)Cc1c[nH]c2c1cccc2)CC(C)C	5.70
spectra-00000_PSM_199_OYNVKI57JK	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5404	5798	1453	Isaridins_Stereoisomer	6	1.3e-10	703.394	400.248	338.764	M+2H	2	CC(C)CC1C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCCC(=O)O1	5.66
spectra-00000_PSM_200_B1P5PT69SM	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5495	5896	8764	euryjanicin_B	6	1.4e-10	709.38	362.181	288.557	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	5.62
spectra-00000_PSM_201_3BCED1GH2O	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8425	9569	2345	Kahalalide_A_Kahalalide_A	6	1.4e-10	893.49	379.224	339.542	M+2H	2	CCC(C)C(=O)NC(Cc1ccccc1)C(=O)NC1C(C)OC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC1=O	5.59
spectra-00000_PSM_202_OJ0MF0IHTW	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2969	3132	3085	Kahalalide_B_Kahalalide_B	6	1.4e-10	877.459	408.271	325.581	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	5.56
spectra-00000_PSM_203_VYFOUMDY3W	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2072	2162	4267	Tamandarin_B_Tamandarin_B	6	1.5e-10	1041.6	482.307	312.339	M+2H	2	CC(C)CC1C(=O)N2CCCC2C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)OC(C)C(C(=O)NC(C(C)C)C(CC(=O)OC(C(C)C)C(=O)N1)O)NC(=O)C(CC(C)C)N(C)C(=O)C1CCCN1C(=O)C(C)O	5.52
spectra-00000_PSM_204_KSHES2630D	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1046	1082	3149	PF_1171F_PF_1171F	6	1.5e-10	688.395	357.236	283.306	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	5.49
spectra-00000_PSM_205_4TYCWC2H6C	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	320	331	4899	Cyclosporin,_9CI_Deoxy	8	1.6e-10	1185.85	578.437	681.194	M+2H	2	CC=CCC(C)CC1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	5.45
spectra-00000_PSM_206_L7Q0ZC05JK	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3041	3208	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	7	1.7e-10	964.573	437.29	351.394	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	5.42
