"","Mo_2019_122_C"
"8610_568.312_8.5578_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8611_354.2638_10.7224_2358_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Amino acids, peptides, and analogues","1.176460e+06"
"8612_219.1227_5.5698_34_N/A_Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","7.502737e+05"
"8614_231.1591_9.8689_32_N/A_Vicine_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.177273e+06"
"8615_279.1704_2.6981_240_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","6.505484e+04"
"8616_385.2383_8.7541_1045_Massbank:PR303650 Resibufogenin_CHEMBL1512936_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.280527e+05"
"8618_316.1904_3.192_253_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_NA","0.000000e+00"
"8619_418.2585_9.2176_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","5.464702e+05"
"8621_353.1788_5.934_608_N/A_Massbank:AC000919 Atranone B_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","0.000000e+00"
"8623_361.2373_10.7126_-1_N/A_prostaglandin A1_NA_no matches_no matches_no matches_no matches","5.549536e+05"
"8625_416.2057_4.5074_113_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8627_351.1913_3.013_42_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Carboxylic acids and derivatives_NA","2.845861e+04"
"8629_310.2529_9.683_89_N/A_Massbank:LU033301 AM580|4-{[(5,5,8,8-Tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino}benzoic acid|4-[(5,5,8,8-tetramethyl-6,7-dihydronaphthalene-2-carbonyl)amino]benzoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","6.681972e+07"
"8631_317.1964_9.9806_164_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.352708e+05"
"8633_628.2597_7.0531_323_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Organooxygen compounds_Carbohydrates and carbohydrate conjugates","0.000000e+00"
"8634_430.2288_3.691_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.667267e+06"
"8635_378.2123_9.2702_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8636_332.2948_9.5203_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.637929e+06"
"8638_348.3263_9.5954_1956_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Steroids and steroid derivatives_Pregnane steroids","3.652132e+06"
"8639_356.1603_4.9023_1206_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Tetrahydroisoquinolines_NA","0.000000e+00"
"8640_349.2117_5.6821_2485_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Stilbenes_NA","0.000000e+00"
"8641_245.186_4.2215_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.410217e+05"
"8642_611.2185_13.1198_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8643_409.2745_10.5655_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.551519e+05"
"8644_311.1972_4.1969_543_N/A_NA_NA_Organic compounds_Benzenoids_Prenol lipids_Methoxyphenols","0.000000e+00"
"8645_358.176_3.8281_536_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Coumarins and derivatives_NA","0.000000e+00"
"8647_404.1811_2.5977_2522_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","0.000000e+00"
"8649_351.2657_10.5686_11_N/A_Spectral Match to Monolauryl phosphate from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8650_343.1942_4.5749_1375_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA","1.176241e+06"
"8651_317.171_0.6741_957_N/A_Massbank:LU026601 PD-0333941|3-[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]indol-1-yl]propanoic acid_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","5.662024e+04"
"8652_314.269_7.5264_533_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA","9.022491e+05"
"8653_703.6341_12.5011_176_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","0.000000e+00"
"8656_426.235_6.2781_1403_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","1.611097e+05"
"8658_444.3324_10.7329_87_N/A_Spectral Match to Conjugated linoleic acid (9E,11E) from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","1.395896e+06"
"8659_391.1967_6.5293_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.085560e+06"
"8660_906.2594_11.9127_172_N/A_(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","0.000000e+00"
"8663_363.2531_8.4294_-1_N/A_Gitoxigenin_NA_no matches_no matches_no matches_no matches","4.004462e+05"
"8664_233.0922_5.1032_-1_N/A_methyl 2-[(3,4-dimethoxyphenyl)carbonylamino]acetate_NA_no matches_no matches_no matches_no matches","5.383610e+04"
"8665_284.2373_8.8303_89_N/A_Massbank:LU091001 Leucomalachite green|4-[[4-(dimethylamino)phenyl]-phenylmethyl]-N,N-dimethylaniline_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","2.419634e+08"
"8666_329.1503_3.3685_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8667_232.2061_7.3517_-1_N/A_Massbank:LU114502 7-(Dimethylamino)-4-methylcoumarin|7-(dimethylamino)-4-methylchromen-2-one_NA_no matches_no matches_no matches_no matches","2.185246e+07"
"8668_357.1657_1.2387_986_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","9.815537e+03"
"8669_528.3327_10.3526_757_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.816763e+05"
"8670_406.2951_10.8916_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.199081e+06"
"8671_329.1504_3.6472_255_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_Diterpenoids","5.281354e+04"
"8672_293.1861_2.6822_270_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","2.570937e+04"
"8673_227.1067_7.8487_683_N/A_Parthenolide_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Diphenylmethanes","9.802251e+04"
"8674_344.1608_2.4874_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8678_185.0961_6.5222_894_N/A_Indole-3-butyric acid_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Diphenylethers","5.457001e+04"
"8679_435.2222_7.8368_1975_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_N-phenylureas","2.398775e+05"
"8680_285.1116_8.162_1045_N/A_bufalin_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.049346e+05"
"8681_397.2584_9.3109_-1_N/A_Massbank:EQ319803 Corticosterone|11b,21-Dihydroxyprogesterone|(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one_NA_no matches_no matches_no matches_no matches","5.637895e+05"
"8682_328.1027_4.1028_2240_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","0.000000e+00"
"8683_213.091_6.1389_1358_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","1.011038e+05"
"8685_242.1903_8.1798_-1_N/A_Massbank:LU083353 6-Chlorothymol|Chlorothymol|4-chloro-5-methyl-2-propan-2-ylphenol_NA_no matches_no matches_no matches_no matches","1.070904e+07"
"8686_758.2218_12.8427_172_Contaminants septum vial Thermo C4000-53 and C4000-54 serie_(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","1.208735e+06"
"8688_396.2378_9.4602_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.309002e+06"
"8690_327.0781_10.2948_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.000347e+07"
"8691_442.2073_5.4716_385_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","5.709038e+05"
"8693_266.1389_6.6057_229_N/A_SEBACIC ACID_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","3.731998e+05"
"8695_382.1858_5.5256_870_N/A_5-hydroxy-7-[2-(2-hydroxy-5-oxo-2H-furan-3-yl)ethyl]-7,8-dimethyl-5,6,6a,8,9,10-hexahydro-1H-benzo[d][2]benzofuran-3-one_NA_Organic compounds_Organoheterocyclic compounds_Coumarins and derivatives_NA","5.454637e+05"
"8696_382.2223_8.3992_1707_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","3.826123e+05"
"8697_454.2071_5.5763_1406_N/A_NA_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_N-arylamides","8.466584e+04"
"8698_396.238_9.7026_267_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","2.138129e+05"
"8699_396.2379_9.9534_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.899855e+05"
"8701_456.223_6.0298_563_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","2.932008e+05"
"8702_472.2183_5.4811_1447_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","7.053733e+04"
"8703_454.3375_8.9924_2700_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","9.680790e+04"
"8705_476.3508_8.9883_523_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"8706_352.1753_6.2887_23_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.664554e+05"
"8707_266.1391_6.3624_81_N/A_2,6-DIAMINOHEPTANEDIOATE - 40.0 eV_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","8.873606e+05"
"8708_379.1755_6.4502_1516_N/A_NCGC00380442-01_C25H30O7_3H-5,13b-Methano-1H-furo[3',4':6,7]heptaleno[3,2-c]pyran-1,4,9(3aH,7H)-trione, 5,6,6a,11,13,13a-hexahydro-3a,7-dihydroxy-3,5,7,11,11,13a-hexamethyl-14-methylene-_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","2.628068e+05"
"8709_432.3238_8.9698_523_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"8710_315.2284_8.8312_860_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","0.000000e+00"
"8711_279.134_2.9723_240_N/A_4-amino-1-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidin-2(1H)-one_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","8.379739e+04"
"8712_382.2223_7.3434_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_no matches_no matches_no matches_no matches","6.003002e+05"
"8717_410.1803_6.577_887_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","1.148378e+05"
"8718_307.1901_5.124_606_N/A_Norethisterone acetate_NA_Organic compounds_Lipids and lipid-like molecules_Stilbenes_NA","1.227592e+06"
"8719_277.1436_8.829_229_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","1.042465e+06"
"8720_410.3116_8.97_523_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","2.514489e+05"
"8723_456.2381_8.5777_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8724_458.239_6.0402_1450_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Macrolactams_NA","4.842927e+05"
"8725_428.2281_7.3709_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.598269e+05"
"8728_424.2328_7.3821_-1_N/A_5-hydroxy-7-[2-(2-hydroxy-5-oxo-2H-furan-3-yl)ethyl]-7,8-dimethyl-5,6,6a,8,9,10-hexahydro-1H-benzo[d][2]benzofuran-3-one_NA_no matches_no matches_no matches_no matches","3.094891e+05"
"8729_379.2117_8.9355_268_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","7.088624e+05"
"8730_432.1505_2.4615_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8731_484.2546_6.7501_693_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","2.870640e+05"
"8732_528.3092_10.2639_757_N/A_Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.372067e+05"
"8734_295.1289_2.5213_42_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Carboxylic acids and derivatives_NA","1.794861e+05"
"8738_520.3773_9.0038_523_N/A_NA_SCH-378161_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"8739_263.1279_6.9507_81_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","5.780244e+05"
"8742_361.2011_9.0986_175_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty alcohols","6.318566e+05"
"8743_442.244_5.6206_385_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","5.105314e+05"
"8744_784.236_12.8046_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.194486e+04"
"8745_203.1066_6.6319_81_N/A_""4,6-DIOXOHEPTANOIC ACID""_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.140861e+05"
"8746_331.1905_9.3974_154_ingenol_[(4R,5S,6R,6aS,7R,10aR,11bR)-5-acetyloxy-6-hydroxy-10a-methoxy-4,7,11b-trimethyl-9-oxo-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-4-yl]methyl acetate_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","2.640183e+06"
"8747_295.1177_4.3357_702_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.551969e+06"
"8748_391.1755_6.5295_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.062633e+05"
"8749_522.2899_9.316_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8750_384.1285_3.8759_27_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","0.000000e+00"
"8751_401.1956_9.2281_998_N/A_Drospirenone_NA_Organic compounds_Organoheterocyclic compounds_Diazines_Pyrimidines and pyrimidine derivatives","2.519291e+05"
"8752_320.1857_5.5736_822_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.935741e+05"
"8753_456.2381_9.8889_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8754_454.2436_8.0758_267_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","5.747108e+05"
"8755_426.2489_7.1205_737_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Organooxygen compounds_Carbohydrates and carbohydrate conjugates","1.088868e+06"
"8756_308.1857_7.538_1204_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Pyrrolidines_Carboxylic acid derivatives","4.723104e+05"
"8757_209.1536_10.3655_-1_N/A_Massbank:LU071501 Nootkatone|(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one_NA_no matches_no matches_no matches_no matches","1.662278e+06"
"8758_394.1856_7.0879_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.325689e+05"
"8759_279.1592_7.1463_326_N/A_Brefeldin A, natural_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","1.937763e+06"
"8760_714.5364_8.9485_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8761_248.1282_5.4353_229_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","8.261593e+04"
"8762_456.2381_9.7173_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8763_249.1485_9.3894_305_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","4.870075e+05"
"8764_440.3219_7.8975_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","1.371009e+05"
"8765_448.3191_6.9939_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","0.000000e+00"
"8766_262.1439_6.2129_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.193275e+05"
"8767_245.1173_8.7893_229_N/A_Dehydrocostus lactone_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","1.756298e+05"
"8768_670.5103_8.9371_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8770_418.3084_7.9499_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8771_291.159_5.5298_34_N/A_Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.006548e+06"
"8772_456.238_9.4764_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.467218e+05"
"8773_528.2606_8.1668_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8774_189.091_7.5387_81_N/A_""N,N-DIMETHYLGLYCINE""_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.982314e+05"
"8775_245.1173_7.5315_81_N/A_Massbank:AU262902 Daminozide|4-(2,2-dimethylhydrazinyl)-4-oxobutanoic acid_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","4.748646e+05"
"8776_282.1701_1.0298_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.935992e+04"
"8777_263.139_3.3762_547_Spectral Match to Phe-Pro from NIST14_Spectral Match to Phe-Pro from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","8.519012e+05"
"8778_462.3344_7.9965_2425_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Ergostane steroids","0.000000e+00"
"8780_185.0961_8.1629_894_Spectral Match to Cyclopentolate from NIST14_Indole-3-butyric acid_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Diphenylethers","0.000000e+00"
"8781_267.1591_7.877_-1_N/A_CORTICOSTERONE_NA_no matches_no matches_no matches_no matches","1.293009e+06"
"8782_279.1228_3.9335_802_N/A_Spectral Match to Leu-Phe from NIST14_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","4.664793e+05"
"8783_366.2274_7.4202_183_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Isoflavonoids_NA","5.319515e+05"
"8785_572.3223_10.2917_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8786_426.3066_6.9442_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","2.607585e+05"
"8787_536.3056_9.5913_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8788_408.238_7.0657_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.897554e+05"
"8789_231.1017_8.1327_229_N/A_Spectral Match to Carboxyibuprofen from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","1.694582e+05"
"8791_337.201_6.5109_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","1.237789e+06"
"8792_219.138_9.6759_64_N/A_Parthenolide_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","8.396377e+05"
"8793_389.1116_10.5841_371_N/A_NA_NA_Organic compounds_Benzenoids_Phenol esters_NA","5.106154e+05"
"8794_203.1066_6.3714_81_N/A_Massbank:NA002719 alpha-Santonin|Santonin|(3S,3aS,5aS,9bS)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.576383e+05"
"8798_294.1701_1.0411_91_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","5.448703e+04"
"8799_248.1282_5.8807_229_N/A_NCGC00168939-02!8-hydroxy-3-(4-oxopentyl)-3,4-dihydroisochromen-1-one [IIN-based on: CCMSLIB00000847794]_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","4.673989e+05"
"8800_410.2534_9.5124_837_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","3.454838e+06"
"8801_492.3458_7.0786_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","0.000000e+00"
"8802_470.332_7.0494_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","3.677428e+05"
"8803_306.2064_3.8871_991_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Tetrahydroisoquinolines_NA","8.459717e+04"
"8804_247.1329_7.6322_2181_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","4.776456e+05"
"8806_358.1132_2.9971_113_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.882671e+05"
"8807_404.2929_6.8805_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","0.000000e+00"
"8808_729.2941_9.4247_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.274842e+06"
"8810_262.144_6.5408_2741_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","5.293027e+05"
"8812_408.2382_6.6075_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","7.490111e+05"
"8813_572.3223_10.0379_1622_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","0.000000e+00"
"8814_250.1438_2.5901_91_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.014674e+05"
"8815_662.4324_6.6397_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","3.621049e+05"
"8817_382.28_6.7915_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","7.764583e+05"
"8818_284.113_2.4314_703_N/A_NA_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbohydrates and carbohydrate conjugates","6.808948e+04"
"8819_267.1336_3.9499_1019_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","7.059987e+05"
"8820_364.1967_8.6586_-1_N/A_Massbank:PR301139 Deoxyvasicinone_NA_no matches_no matches_no matches_no matches","9.910314e+05"
"8821_802.5884_8.9679_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8822_456.2381_8.7503_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8823_407.1852_9.2015_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8825_320.1857_5.1826_822_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.057128e+05"
"8826_401.1956_9.7295_998_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Diazines_Pyrimidines and pyrimidine derivatives","0.000000e+00"
"8827_199.1117_8.8028_-1_N/A_Massbank:AC000108 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol_NA_no matches_no matches_no matches_no matches","2.928113e+05"
